8.38 0 104 30 2.37223 8.60074 3.51048 2.43954 8.76165 3.35465 -0.0922174 0.0568115 -0.0158445 14.6806 -69.2128 -5.58905 1 0 0 0 31.8125 0.23808 9.80003 -1.68896 0.265304 9.81549 -1.41344 -0.00506495 -0.00678097 -0.00566295 0.47196 -51.0499 43.2903 1 0 0 0 30.3125 9.65918 -1.65569 -0.0997967 9.64689 -1.55576 0.310404 0.00830026 0.00925038 -0.0175803 -61.1888 -38.9599 -58.1438 1 0 0 0
8.39 0 NaN 30 2.18837 8.5656 3.66179 2.39494 8.55081 3.64207 -0.0244132 0.0477585 0.00647434 14.8991 -69.2224 -5.82311 1 0 0 0 31.8125 0.31953 9.61282 -1.49328 0.234939 9.78539 -1.42846 0.013685 0.00148646 -0.0415218 1.0169 -50.3966 43.1768 1 0 0 0 30.3125 9.6937 -1.57902 -0.215687 9.6167 -1.6163 0.280488 -0.00657665 -0.00463778 0.00036825 -59.8479 -38.8919 -58.5253 1 0 0 0
8.4 0 NaN 30 2.37357 8.60107 3.54898 2.30514 8.53644 3.7328 -0.0579761 0.0325743 -0.00698815 14.242 -69.5197 -5.12442 1 0 0 0 31.8125 0.235593 9.72421 -1.76621 0.17385 9.72528 -1.51894 -0.0399232 0.0340559 -0.002113 0.383136 -51.8336 43.7782 1 0 0 0 30.3125 9.58944 -1.73276 0.0929141 9.63173 -1.58605 0.280311 0.00301426 0.000148236 0.022495 -60.7361 -39.4138 -58.3999 1 0 0 0
8.41 0 NaN 30 2.07473 8.52853 3.66021 2.33528 8.53622 3.73277 -0.0023516 0.0328098 -0.00374727 14.8908 -69.5439 -6.17367 1 0 0 0 31.8125 0.388697 9.53572 -1.7241 0.157969 9.64994 -1.57952 0.00751315 -0.0104983 -0.020684 0.3154 -49.8144 43.167 1 0 0 0 30.3125 9.58814 -1.7704 0.0545449 9.63197 -1.63135 0.340997 0.00317498 -0.0203009 0.0112754 -60.4091 -38.7635 -58.3956 1 0 0 0
8.42 0 NaN 30 2.22936 8.83122 3.7 2.23055 8.59741 3.76295 0.0122691 0.018305 -0.0533248 15.5612 -68.8196 -6.28927 1 0 0 0 31.8125 0.3158 9.49908 -1.60914 0.233506 9.57411 -1.44418 -0.00382244 -0.0112166 -0.0259745 -0.297733 -51.8097 43.6453 1 0 0 0 30.3125 9.69771 -1.65625 -0.0608086 9.64699 -1.64647 0.340965 0.0126977 -0.0143027 -0.00282262 -61.5199 -39.3879 -58.2694 1 0 0 0
8.43 0 NaN 30 2.29959 8.82929 3.5471 2.26132 8.65762 3.77788 0.00323826 0.0122597 -0.0544735 15.4565 -68.818 -5.94087 1 0 0 0 31.8125 0.321072 9.76369 -1.45502 0.264123 9.5588 -1.33862 0.0117016 0.0177607 -0.0364899 -0.00706324 -50.3645 43.4065 1 0 0 0 30.3125 9.69551 -1.6556 -0.138014 9.64687 -1.61626 0.310598 -0.00608907 -0.0160236 0.00105049 -60.2954 -38.8778 -58.3977 1 0 0 0
8.44 0 NaN 30 2.33738 8.829 3.54767 2.27703 8.77828 3.7323 -0.0237041 -0.0315184 -0.0478827 15.1206 -68.5794 -6.05018 1 0 0 0 31.8125 0.323161 9.68891 -1.37729 0.250395 9.69457 -1.26258 0.018062 0.00287833 -0.0306693 0.951744 -51.7342 43.0515 1 0 0 0 30.3125 9.73474 -1.73242 -0.0599561 9.67704 -1.61621 0.340709 -0.0319725 -0.0539344 0.0155939 -60.6307 -38.8676 -58.2711 1 0 0 0
8.45 0 NaN 30 2.37142 9.055 3.39347 2.39786 8.89814 3.64131 0.019069 -0.022004 -0.0336473 14.8919 -68.7808 -6.28119 1 0 0 0 31.8125 0.244544 9.65097 -1.45604 0.236025 9.80025 -1.26219 -0.0427185 -0.00489113 -0.0195477 0.240777 -50.9304 43.2869 1 0 0 0 30.3125 9.70231 -1.61956 0.0933692 9.66183 -1.61627 0.295384 -0.0196432 -0.0399371 -0.000784916 -60.5171 -38.9819 -58.2733 1 0 0 0
8.46 0 NaN 30 2.33951 9.13251 3.54668 2.44371 8.98841 3.62596 0.02484 -0.0530542 -0.0111776 14.5769 -68.9936 -5.23831 1 0 0 0 31.8125 0.309236 9.61049 -1.84194 0.220234 9.72488 -1.30765 0.00658695 0.0139032 -0.0125399 -0.106291 -50.8104 43.6495 1 0 0 0 30.3125 9.73903 -1.54354 0.0546844 9.67713 -1.52545 0.355551 0.0137475 -0.010042 0.0177013 -61.2916 -39.6182 -58.1499 1 0 0 0
8.47 0 NaN 30 2.25966 9.09415 3.43015 2.42877 9.01871 3.61081 0.00762679 -0.0577595 -0.0190747 14.9037 -69.2257 -5.59174 1 0 0 0 31.8125 0.234051 9.57333 -1.80446 0.188783 9.67993 -1.48894 -0.0176479 -0.00012583 -0.0108329 0.135296 -51.2677 43.8977 1 0 0 0 30.3125 9.73624 -1.6568 -0.0218205 9.647 -1.60109 0.340819 0.00764948 -0.0139234 0.0144979 -60.8509 -39.0821 -58.1478 1 0 0 0
